Point	Sta	Fre	Ps(TE)	Phase(TE)	Ps(TM)	Phase(TM)	Level
1	0	0.599992166674917	1.04806736424328	60.623856	398.55081	79.453575	-3945085
1	0	0.499961851861387	1.01550992993687	59.333118	325.31219	80.130707	-3945085
1	0	0.400019652353951	0.98610798351795	58.089222	265.69461	80.51712	-3945085
1	0	0.299942900022767	0.95947053043602	56.889755	217.23309	80.641693	-3945085
1	0	0.20002926655377	0.936225660451048	55.683826	178.03082	80.558151	-3945085
1	0	0.100025695612668	0.915406404987972	54.536976	146.23924	80.34819	-3945085
1	0	0	0.89679839844637	53.474789	120.4725	79.994034	-3945085
1	0	-0.100015426515333	0.880727747778567	52.42366	99.587715	79.520699	-3945085
1	0	-0.199970654521143	0.867172597863531	51.404186	82.72393	78.77253	-3945085
1	0	-0.299988920347701	0.854654018235567	50.510838	69.111893	77.755981	-3945085
1	0	-0.400007833325083	0.845027002240112	49.599716	57.906452	77.055435	-3945085
1	0	-0.500038148138613	0.837490818317628	48.717205	48.926113	75.867485	-3945085
1	0	-0.599980382223635	0.829631923981335	48.018681	41.657364	74.411057	-3945085
1	0	-0.70005712174638	0.823650148010487	47.276924	35.590191	73.082436	-3945085
1	0	-0.79997073344623	0.818442458832135	46.530655	30.525942	71.719162	-3945085
1	0	-0.899974269892137	0.8106933516272	45.852921	26.29203	70.106964	-3945085
1	0	-1	0.801392711867757	45.001892	22.662426	68.401016	-3945085
1	0	-1.10001544291825	0.791214790352818	43.774181	19.643894	66.17482	-3945085
1	0	-1.19997062010795	0.776674036103573	42.235641	17.182047	63.362869	-3945085
1	0	-1.29998893767789	0.767569273504633	39.849762	15.099973	60.464741	-3945085
1	0	-1.40000780059754	0.761638515469589	36.872768	13.564387	56.92337	-3945085
1	0	-1.50003813440381	0.763736816869375	33.181179	12.65347	52.58094	-3945085
1	0	-1.59998038222363	0.781495883359872	28.650948	12.24507	48.020081	-3945085
1	0	-1.70005707820809	0.816103948391824	23.513023	12.318508	43.480976	-3945085
1	0	-1.79997073344623	0.866891409430228	18.242636	13.16382	38.657001	-3945085
1	0	-1.89997426989214	0.951487577074739	12.839747	14.385998	34.587406	-3945085
1	0	-2.00000000868589	1.05879406970147	8.6132002	15.84709	31.379192	-3945085
2	4.5	3	2.56125464823669	80.7136	416.87659	12.454123	-3945490
2	4.5	2.89998455708175	2.49091430827539	81.022499	491.97281	14.629319	-3945490
2	4.5	2.80002935924413	2.4122626421469	81.14106	569.75317	16.801626	-3945490
2	4.5	2.70001107098721	2.33057067954486	81.094414	648.62671	18.80349	-3945490
2	4.5	2.59999218849328	2.24779524275121	80.902267	729.73773	20.50284	-3945490
2	4.5	2.49996187933099	2.16514522562048	80.576874	817.84521	21.884787	-3945490
2	4.5	2.40001963506516	2.08339181043615	80.131348	919.78558	23.083731	-3945490
2	4.5	2.29994290002277	2.00276708951886	79.576042	1042.1804	24.351572	-3945490
2	4.5	2.20002926655377	1.92362984585027	78.923157	1187.5228	25.960743	-3945490
2	4.5	2.10002573010786	1.84613219681755	78.179718	1353.2385	28.139866	-3945490
2	4.5	2	1.7704421903118	77.351486	1528.9688	31.01779	-3945490
2	4.5	1.89998456254939	1.69685455413328	76.440063	1696.6071	34.618107	-3945490
2	4.5	1.80002934547886	1.62560476036657	75.455582	1832.592	38.861637	-3945490
2	4.5	1.70001105365702	1.55664935145101	74.396446	1913.4332	43.597046	-3945490
2	4.5	1.59999218849328	1.49043455089703	73.258041	1922.0782	48.606342	-3945490
2	4.5	1.49996187933099	1.4269546334364	72.063515	1855.1587	53.65593	-3945490
2	4.5	1.40001965235395	1.36654347823452	70.817413	1722.6501	58.504471	-3945490
2	4.5	1.29994292179191	1.30915957589076	69.528709	1545.1936	62.974152	-3945490
2	4.5	1.20002926655377	1.25514280057895	68.193932	1347.0282	66.916946	-3945490
2	4.5	1.10002573010786	1.2043885921391	66.833099	1148.2841	70.282982	-3945490
2	4.5	1	1.15686900013286	65.46946	963.03699	73.061401	-3945490
2	4.5	0.899984551614115	1.11286285434159	64.095436	798.64917	75.282623	-3945490
2	4.5	0.800029352361496	1.0721574025298	62.704304	657.59729	76.994644	-3945490
2	4.5	0.700011070987206	1.03446152393438	61.377872	539.15326	78.301346	-3945490
2	4.5	0.599992166674917	1.00044930572014	60.010448	441.10657	79.24276	-3945490
2	4.5	0.499961851861387	0.969129747574216	58.724262	360.62695	79.851494	-3945490
2	4.5	0.400019652353951	0.940779601613308	57.480549	295.08051	80.161789	-3945490
2	4.5	0.299942900022767	0.915160147233837	56.271976	241.72264	80.245247	-3945490
2	4.5	0.20002926655377	0.893144975552099	55.042271	198.5358	80.084587	-3945490
2	4.5	0.100025695612668	0.873462948006581	53.863625	163.48412	79.78553	-3945490
2	4.5	0	0.856118722163102	52.754749	135.01288	79.396416	-3945490
2	4.5	-0.100015426515333	0.841468049274734	51.646553	111.98212	78.741478	-3945490
2	4.5	-0.199970654521143	0.829778528462591	50.564831	93.364632	77.873795	-3945490
2	4.5	-0.299988920347701	0.819527208301968	49.627903	78.334503	76.770248	-3945490
2	4.5	-0.400007833325083	0.81193767794823	48.708447	65.860962	76.156952	-3945490
2	4.5	-0.500038148138613	0.806130760202086	47.82542	55.863483	75.055283	-3945490
2	4.5	-0.599980382223635	0.799044521704684	47.102371	47.756046	73.586708	-3945490
2	4.5	-0.70005712174638	0.793779946136907	46.25938	40.781105	72.465897	-3945490
2	4.5	-0.79997073344623	0.789827759675213	45.333481	34.911015	71.113594	-3945490
2	4.5	-0.899974269892137	0.784657867676682	44.430649	30.078859	69.069794	-3945490
2	4.5	-1	0.779558716094967	43.363586	25.880167	66.994247	-3945490
2	4.5	-1.10001544291825	0.77459257747939	41.97139	22.459038	64.2939	-3945490
2	4.5	-1.19997062010795	0.766069998442392	40.339172	19.748854	61.024475	-3945490
2	4.5	-1.29998893767789	0.763053800025698	37.942566	17.450239	57.93224	-3945490
2	4.5	-1.40000780059754	0.762956663161276	35.00713	16.322121	53.10294	-3945490
2	4.5	-1.50003813440381	0.770241207185734	31.398979	15.726151	48.373966	-3945490
2	4.5	-1.59998038222363	0.792807824370918	26.963451	15.373651	44.370911	-3945490
2	4.5	-1.70005707820809	0.832452335778216	21.919456	15.944959	39.924583	-3945490
2	4.5	-1.79997073344623	0.889097586574865	16.799025	17.294577	35.679859	-3945490
2	4.5	-1.89997426989214	0.979787434897434	11.695016	18.930159	32.345207	-3945490
2	4.5	-2.00000000868589	1.09103749554292	7.9337025	21.116213	29.549393	-3945490
3	9	3	2.62141721719828	80.714325	376.77609	10.74624	-3945331
3	9	2.89998455708175	2.55101344687446	81.023331	450.41153	12.710347	-3945331
3	9	2.80002935924413	2.47242927458197	81.142334	529.93774	14.751849	-3945331
3	9	2.70001107098721	2.39072067865203	81.098038	613.78369	16.754333	-3945331
3	9	2.59999218849328	2.30796918246369	80.908928	701.40674	18.606703	-3945331
3	9	2.49996187933099	2.22539013569537	80.586258	794.40985	20.250271	-3945331
3	9	2.40001963506516	2.14359215295432	80.145241	896.47028	21.707428	-3945331
3	9	2.29994290002277	2.06295542967934	79.594688	1012.9179	23.096979	-3945331
3	9	2.20002926655377	1.98380549245341	78.946892	1147.9294	24.600798	-3945331
3	9	2.10002573010786	1.90624993114519	78.209198	1303.4747	26.429533	-3945331
3	9	2	1.830548072763	77.387108	1476.0239	28.758284	-3945331
3	9	1.89998456254939	1.75690079508772	76.482155	1655.516	31.697901	-3945331
3	9	1.80002934547886	1.68555734369321	75.504845	1825.057	35.277523	-3945331
3	9	1.70001105365702	1.61649672920721	74.453659	1962.3994	39.46814	-3945331
3	9	1.59999218849328	1.55018406499348	73.323387	2043.5481	44.152866	-3945331
3	9	1.49996187933099	1.48652724560371	72.138153	2049.4727	49.15469	-3945331
3	9	1.40001965235395	1.42597701093194	70.901337	1973.675	54.222805	-3945331
3	9	1.29994292179191	1.36840106980948	69.623688	1826.4082	59.111275	-3945331
3	9	1.20002926655377	1.3142105356749	68.29908	1631.4873	63.586212	-3945331
3	9	1.10002573010786	1.26324692264291	66.949471	1415.9014	67.519859	-3945331
3	9	1	1.21546566193719	65.598335	1202.0214	70.843048	-3945331
3	9	0.899984551614115	1.17118782858757	64.238518	1004.4955	73.550163	-3945331
3	9	0.800029352361496	1.13031909874475	62.859882	831.10632	75.726112	-3945331
3	9	0.700011070987206	1.09221312176282	61.552616	682.90637	77.412865	-3945331
3	9	0.599992166674917	1.05787320006231	60.204659	559.0647	78.688065	-3945331
3	9	0.499961851861387	1.02633216781755	58.93708	456.69971	79.531883	-3945331
3	9	0.400019652353951	0.997494686732274	57.722313	373.15848	80.112854	-3945331
3	9	0.299942900022767	0.971588961454021	56.539249	304.96628	80.387978	-3945331
3	9	0.20002926655377	0.949104718119615	55.343975	249.75278	80.406868	-3945331
3	9	0.100025695612668	0.928948023023461	54.204456	204.94516	80.303879	-3945331
3	9	0	0.910867211122708	53.143963	168.62511	80.00016	-3945331
3	9	-0.100015426515333	0.895410959173283	52.089466	139.24908	79.448235	-3945331
3	9	-0.199970654521143	0.882768858050594	51.064957	115.49563	78.758141	-3945331
3	9	-0.299988920347701	0.87148480685345	50.187531	96.328323	77.799149	-3945331
3	9	-0.400007833325083	0.86276507618888	49.327091	80.55806	77.211777	-3945331
3	9	-0.500038148138613	0.855527823299626	48.50621	67.767448	76.439552	-3945331
3	9	-0.599980382223635	0.846717163803149	47.860706	57.495262	75.096809	-3945331
3	9	-0.70005712174638	0.83993234191117	47.104462	48.698994	74.194321	-3945331
3	9	-0.79997073344623	0.833463432193288	46.278587	41.401863	72.894577	-3945331
3	9	-0.899974269892137	0.824902142634552	45.459106	35.305233	71.110062	-3945331
3	9	-1	0.816013298538978	44.410728	30.260069	68.717018	-3945331
3	9	-1.10001544291825	0.806923148483032	42.957653	25.906424	66.362381	-3945331
3	9	-1.19997062010795	0.794824943808227	41.188885	22.46353	63.339817	-3945331
3	9	-1.29998893767789	0.789156736800131	38.607555	19.716722	60.098721	-3945331
3	9	-1.40000780059754	0.787793485394597	35.465172	18.109501	55.522274	-3945331
3	9	-1.50003813440381	0.794585197854472	31.657774	17.117069	50.98053	-3945331
3	9	-1.59998038222363	0.817727363575788	27.031082	16.620935	46.740326	-3945331
3	9	-1.70005707820809	0.859321515295126	21.827463	16.971586	42.252426	-3945331
3	9	-1.79997073344623	0.919387027469442	16.648827	18.218359	37.789127	-3945331
3	9	-1.89997426989214	1.01410351670444	11.668371	19.456436	34.557186	-3945331
3	9	-2.00000000868589	1.12747285278056	8.2018757	21.435728	31.599979	-3945331
4	13.5	3	2.73478669658108	80.175171	185.97066	7.6466708	-3943784
4	13.5	2.89998455708175	2.66380303382301	80.688255	228.13586	9.3332386	-3943784
4	13.5	2.80002935924413	2.58458797031255	80.967804	276.49484	11.292635	-3943784
4	13.5	2.70001107098721	2.50213148062062	81.052948	329.90497	13.471141	-3943784
4	13.5	2.59999218849328	2.41865479903881	80.969414	386.3446	15.749147	-3943784
4	13.5	2.49996187933099	2.33522763349011	80.735268	443.89706	17.957153	-3943784
4	13.5	2.40001963506516	2.25249843888176	80.368828	502.12796	19.925144	-3943784
4	13.5	2.29994290002277	2.17088369008938	79.881966	563.45923	21.573788	-3943784
4	13.5	2.20002926655377	2.09073110915261	79.289062	632.43683	22.965467	-3943784
4	13.5	2.10002573010786	2.01208309047886	78.599625	714.74396	24.324348	-3943784
4	13.5	2	1.93526194108309	77.819717	814.31616	25.958139	-3943784
4	13.5	1.89998456254939	1.8604272524044	76.951447	930.99255	28.173777	-3943784
4	13.5	1.80002934547886	1.78778404149465	76.0065	1058.0891	31.187304	-3943784
4	13.5	1.70001105365702	1.71738576375833	74.983055	1180.7783	35.091404	-3943784
4	13.5	1.59999218849328	1.64972811635463	73.875572	1277.5936	39.801804	-3943784
4	13.5	1.49996187933099	1.58464684400316	72.707916	1326.5283	45.090416	-3943784
4	13.5	1.40001965235395	1.52267475269043	71.482643	1314.4484	50.61927	-3943784
4	13.5	1.29994292179191	1.46367278616303	70.213196	1242.9806	56.048496	-3943784
4	13.5	1.20002926655377	1.40800628255883	68.892265	1127.391	61.070255	-3943784
4	13.5	1.10002573010786	1.35560000161493	67.542206	988.58954	65.524277	-3943784
4	13.5	1	1.30645925504105	66.187042	844.68622	69.313835	-3943784
4	13.5	0.899984551614115	1.26083881421442	64.820885	708.41498	72.428024	-3943784
4	13.5	0.800029352361496	1.21875889672751	63.435223	587.16693	74.96611	-3943784
4	13.5	0.700011070987206	1.17945825841983	62.122864	482.53671	76.933388	-3943784
4	13.5	0.599992166674917	1.14403120254432	60.771626	394.71317	78.466499	-3943784
4	13.5	0.499961851861387	1.1114252427565	59.509441	321.90442	79.523079	-3943784
4	13.5	0.400019652353951	1.08173940022381	58.304493	262.4371	80.344055	-3943784
4	13.5	0.299942900022767	1.0549189444179	57.146236	213.86664	80.761299	-3943784
4	13.5	0.20002926655377	1.03138689038989	55.992218	174.55302	80.962456	-3943784
4	13.5	0.100025695612668	1.01033104320838	54.90472	142.68451	81.024139	-3943784
4	13.5	0	0.990906969189322	53.923737	116.88988	80.86116	-3943784
4	13.5	-0.100015426515333	0.974044706445238	52.960438	96.060425	80.412842	-3943784
4	13.5	-0.199970654521143	0.959466663770832	52.036278	79.196182	79.964821	-3943784
4	13.5	-0.299988920347701	0.945692366388663	51.245449	65.611946	79.158791	-3943784
4	13.5	-0.400007833325083	0.934643117907706	50.445946	54.568844	78.451485	-3943784
4	13.5	-0.500038148138613	0.9255214926752	49.689938	45.550186	77.848305	-3943784
4	13.5	-0.599980382223635	0.915001103928749	49.168549	38.278816	76.84903	-3943784
4	13.5	-0.70005712174638	0.906006119715458	48.621864	32.269192	75.815247	-3943784
4	13.5	-0.79997073344623	0.895564436591748	48.060829	27.29092	74.584122	-3943784
4	13.5	-0.899974269892137	0.880436523884839	47.476479	23.073191	73.260727	-3943784
4	13.5	-1	0.863192867632923	46.529259	19.646557	71.036659	-3943784
4	13.5	-1.10001544291825	0.845286979051198	44.984791	16.618326	69.249825	-3943784
4	13.5	-1.19997062010795	0.825119406673424	42.946007	14.206709	66.690399	-3943784
4	13.5	-1.29998893767789	0.813826605692802	39.963467	12.468911	62.892223	-3943784
4	13.5	-1.40000780059754	0.809341031031335	36.366577	10.994239	59.660389	-3943784
4	13.5	-1.50003813440381	0.815341744105052	32.1106	10.115742	55.375614	-3943784
4	13.5	-1.59998038222363	0.840225339616925	27.074226	9.734561	50.584064	-3943784
4	13.5	-1.70005707820809	0.886150070890331	21.571598	9.6656256	46.084835	-3943784
4	13.5	-1.79997073344623	0.952211392628737	16.301334	10.304816	40.921276	-3943784
4	13.5	-1.89997426989214	1.05263073574615	11.50668	10.834991	37.356354	-3943784
4	13.5	-2.00000000868589	1.16895525491503	8.4313145	11.740283	34.08408	-3943784
5	18	3	2.69507030291264	80.248909	311.78445	8.978323	-3944939
5	18	2.89998455708175	2.62352097034551	80.753792	378.40549	10.801437	-3944939
5	18	2.80002935924413	2.54398926859562	81.024765	452.79553	12.824205	-3944939
5	18	2.70001107098721	2.46133064417334	81.102173	532.98322	14.957624	-3944939
5	18	2.59999218849328	2.37772666099493	81.011497	616.6358	17.069996	-3944939
5	18	2.49996187933099	2.29417462189299	80.771606	702.65918	19.022629	-3944939
5	18	2.40001963506516	2.21142094454784	80.400055	792.53558	20.721785	-3944939
5	18	2.29994290002277	2.1297505216625	79.909462	891.16125	22.181482	-3944939
5	18	2.20002926655377	2.0495491235195	79.313843	1004.8333	23.534042	-3944939
5	18	2.10002573010786	1.97087064768492	78.622284	1139.7885	25.017111	-3944939
5	18	2	1.89399716572711	77.841148	1298.4329	26.892941	-3944939
5	18	1.89998456254939	1.81913167342934	76.972031	1476.7294	29.388618	-3944939
5	18	1.80002934547886	1.74645604718383	76.026443	1661.6785	32.644459	-3944939
5	18	1.70001105365702	1.67604761238248	75.002197	1830.2026	36.695328	-3944939
5	18	1.59999218849328	1.60829487606064	73.895515	1952.0969	41.438862	-3944939
5	18	1.49996187933099	1.54321314476487	72.727242	1999.4316	46.653004	-3944939
5	18	1.40001965235395	1.48112965173037	71.502846	1958.2236	52.028145	-3944939
5	18	1.29994292179191	1.42209782040625	70.231773	1835.0029	57.26189	-3944939
5	18	1.20002926655377	1.36640029860451	68.909599	1653.3661	62.070911	-3944939
5	18	1.10002573010786	1.31390274251843	67.558105	1443.3093	66.319878	-3944939
5	18	1	1.2646870193066	66.200851	1229.8193	69.926186	-3944939
5	18	0.899984551614115	1.21895006639868	64.831612	1029.8733	72.882378	-3944939
5	18	0.800029352361496	1.17671038204806	63.441147	853.01569	75.283264	-3944939
5	18	0.700011070987206	1.137340436577	62.118675	700.94806	77.110977	-3944939
5	18	0.599992166674917	1.10179888383678	60.75423	573.62329	78.54599	-3944939
5	18	0.499961851861387	1.06897181705313	59.47665	468.2153	79.523544	-3944939
5	18	0.400019652353951	1.03924814334455	58.245106	382.1127	80.263275	-3944939
5	18	0.299942900022767	1.01222241060995	57.05764	311.81924	80.602654	-3944939
5	18	0.20002926655377	0.988608059699453	55.861595	254.90981	80.734688	-3944939
5	18	0.100025695612668	0.967535110990262	54.721626	208.74619	80.720192	-3944939
5	18	0	0.948176342885344	53.676208	171.33987	80.534882	-3944939
5	18	-0.100015426515333	0.931720361519321	52.631989	141.12685	80.047005	-3944939
5	18	-0.199970654521143	0.917717127970644	51.617817	116.63443	79.553413	-3944939
5	18	-0.299988920347701	0.90492061040925	50.725357	96.878487	78.747147	-3944939
5	18	-0.400007833325083	0.895165777799274	49.827579	80.929306	77.76828	-3944939
5	18	-0.500038148138613	0.887999401349647	48.985508	67.801132	77.077927	-3944939
5	18	-0.599980382223635	0.879545694887973	48.411106	57.077003	76.29184	-3944939
5	18	-0.70005712174638	0.872176803607497	47.844608	48.392914	74.958557	-3944939
5	18	-0.79997073344623	0.862999606906445	47.264256	41.091908	73.660103	-3944939
5	18	-0.899974269892137	0.848410168978151	46.622704	34.80212	72.479607	-3944939
5	18	-1	0.831156363650962	45.546246	29.644577	70.515335	-3944939
5	18	-1.10001544291825	0.813939077142781	43.768814	25.053061	69.027618	-3944939
5	18	-1.19997062010795	0.795667842200906	41.418427	21.511997	66.39119	-3944939
5	18	-1.29998893767789	0.788237428375578	38.083054	19.136068	62.09362	-3944939
5	18	-1.40000780059754	0.789591223937738	34.146015	16.83213	59.293175	-3944939
5	18	-1.50003813440381	0.803217019649524	29.59561	15.801927	54.462353	-3944939
5	18	-1.59998038222363	0.838261350841217	24.347429	15.168893	50.113419	-3944939
5	18	-1.70005707820809	0.896212193951449	18.829754	15.144648	45.720638	-3944939
5	18	-1.79997073344623	0.974893082630838	13.841643	16.228992	40.664738	-3944939
5	18	-1.89997426989214	1.08524279250251	9.6503887	17.077671	37.264565	-3944939
5	18	-2.00000000868589	1.20646639581808	7.3385005	18.483582	34.151455	-3944939
6	22.5	3	2.57988041063686	80.805069	348.13931	10.951796	-3945148
6	22.5	2.89998455708175	2.50829426081209	81.084763	416.06485	13.035628	-3945148
6	22.5	2.80002935924413	2.42917213376858	81.175797	488.40558	15.221834	-3945148
6	22.5	2.70001107098721	2.34718840247068	81.105301	562.82233	17.356482	-3945148
6	22.5	2.59999218849328	2.26438298046317	80.890091	638.39471	19.272877	-3945148
6	22.5	2.49996187933099	2.18172957067785	80.543404	717.35071	20.871704	-3945148
6	22.5	2.40001963506516	2.1001080623293	80.077515	804.95166	22.185125	-3945148
6	22.5	2.29994290002277	2.01959449906597	79.503319	908.08344	23.393724	-3945148
6	22.5	2.20002926655377	1.94066854604477	78.831764	1031.7035	24.758047	-3945148
6	22.5	2.10002573010786	1.86336860736252	78.071251	1177.4596	26.54859	-3945148
6	22.5	2	1.7880136668518	77.225807	1340.6456	28.965809	-3945148
6	22.5	1.89998456254939	1.71473586990293	76.298592	1509.1416	32.114109	-3945148
6	22.5	1.80002934547886	1.64384773433817	75.298584	1663.4982	35.991096	-3945148
6	22.5	1.70001105365702	1.57535095193492	74.224457	1779.6289	40.50309	-3945148
6	22.5	1.59999218849328	1.50950994239763	73.07415	1834.7059	45.463997	-3945148
6	22.5	1.49996187933099	1.44655481187011	71.867332	1815.3566	50.630363	-3945148
6	22.5	1.40001965235395	1.38653754202887	70.613167	1723.2089	55.734203	-3945148
6	22.5	1.29994292179191	1.32975147687519	69.31459	1573.6854	60.546066	-3945148
6	22.5	1.20002926655377	1.27636172108287	67.972656	1390.4862	64.864136	-3945148
6	22.5	1.10002573010786	1.22614464977559	66.608803	1196.865	68.604523	-3945148
6	22.5	1	1.17919119431787	65.245277	1010.3965	71.738373	-3945148
6	22.5	0.899984551614115	1.13578163533678	63.873867	841.31482	74.274261	-3945148
6	22.5	0.800029352361496	1.09567200483823	62.488312	694.53479	76.303085	-3945148
6	22.5	0.700011070987206	1.05857022120964	61.171299	569.91235	77.810287	-3945148
6	22.5	0.599992166674917	1.02509222997985	59.816967	466.33884	78.956993	-3945148
6	22.5	0.499961851861387	0.994406686425787	58.544506	381.02676	79.719559	-3945148
6	22.5	0.400019652353951	0.966578924622887	57.320988	311.43613	80.219894	-3945148
6	22.5	0.299942900022767	0.94145739588383	56.135288	254.72035	80.443932	-3945148
6	22.5	0.20002926655377	0.919731407530516	54.935097	208.8195	80.377586	-3945148
6	22.5	0.100025695612668	0.900373705846367	53.787754	171.53212	80.256912	-3945148
6	22.5	0	0.883007741826832	52.716259	141.34604	79.86319	-3945148
6	22.5	-0.100015426515333	0.868416712012221	51.640835	116.88498	79.320831	-3945148
6	22.5	-0.199970654521143	0.856692085537183	50.586445	97.06749	78.66877	-3945148
6	22.5	-0.299988920347701	0.84657059709043	49.673023	81.036324	77.836754	-3945148
6	22.5	-0.400007833325083	0.839207147925129	48.794956	68.089859	76.816582	-3945148
6	22.5	-0.500038148138613	0.833462068441495	47.992111	57.534801	75.755112	-3945148
6	22.5	-0.599980382223635	0.825367584689768	47.412613	48.746433	74.858795	-3945148
6	22.5	-0.70005712174638	0.817514566693613	46.729561	41.551853	73.441071	-3945148
6	22.5	-0.79997073344623	0.808488650240504	45.886185	35.360367	72.176933	-3945148
6	22.5	-0.899974269892137	0.795981894353772	44.872715	30.069696	70.7118	-3945148
6	22.5	-1	0.783087231754289	43.395096	25.631685	68.803108	-3945148
6	22.5	-1.10001544291825	0.772660896141051	41.258064	21.721407	67.230995	-3945148
6	22.5	-1.19997062010795	0.762725373499358	38.64518	18.990034	63.808781	-3945148
6	22.5	-1.29998893767789	0.764375040050731	35.154484	17.19908	59.245445	-3945148
6	22.5	-1.40000780059754	0.77473682365586	31.142076	15.444006	56.124496	-3945148
6	22.5	-1.50003813440381	0.797686436382744	26.555573	15.044928	50.801968	-3945148
6	22.5	-1.59998038222363	0.843395642257186	21.336519	14.777606	46.613392	-3945148
6	22.5	-1.70005707820809	0.912983079161172	16.033335	15.169703	42.332348	-3945148
6	22.5	-1.79997073344623	1.00273256525153	11.525117	16.447979	37.890522	-3945148
6	22.5	-1.89997426989214	1.1206210430215	8.0475788	17.303352	35.138485	-3945148
6	22.5	-2.00000000868589	1.24401138987766	6.5031323	18.921347	32.374046	-3945148
7	27	3	2.55624918784749	81.518539	352.16486	10.916864	-3945157
7	27	2.89998455708175	2.48223650370907	81.735977	420.97424	12.993783	-3945157
7	27	2.80002935924413	2.40115412940881	81.752724	494.42108	15.172465	-3945157
7	27	2.70001107098721	2.31760390914627	81.598282	570.25317	17.304335	-3945157
7	27	2.59999218849328	2.23353037020999	81.293388	647.58508	19.22987	-3945157
7	27	2.49996187933099	2.14992502180471	80.853172	728.59448	20.8549	-3945157
7	27	2.40001963506516	2.0676365588599	80.291321	818.44574	22.211523	-3945157
7	27	2.29994290002277	1.98672896534708	79.62114	924.01392	23.475349	-3945157
7	27	2.20002926655377	1.90768231254127	78.855186	1050.4261	24.904274	-3945157
7	27	2.10002573010786	1.83051997800918	78.002335	1199.5356	26.775021	-3945157
7	27	2	1.75554259999946	77.067841	1366.4904	29.30242	-3945157
7	27	1.89998456254939	1.68281208625531	76.056511	1538.0282	32.603397	-3945157
7	27	1.80002934547886	1.61274320061628	74.976471	1692.2135	36.677151	-3945157
7	27	1.70001105365702	1.54523440626627	73.828362	1802.1761	41.407265	-3945157
7	27	1.59999218849328	1.48058638251366	72.609276	1843.8286	46.568367	-3945157
7	27	1.49996187933099	1.41893513056967	71.341965	1805.7329	51.870167	-3945157
7	27	1.40001965235395	1.36045066359905	70.032761	1694.8936	57.024948	-3945157
7	27	1.29994292179191	1.30524848106712	68.687927	1530.8989	61.796719	-3945157
7	27	1.20002926655377	1.25352794338613	67.30825	1340.0815	66.014893	-3945157
7	27	1.10002573010786	1.20510920945925	65.913788	1144.8099	69.612724	-3945157
7	27	1	1.16001049466005	64.527985	961.06677	72.592705	-3945157
7	27	0.899984551614115	1.11853590180964	63.141403	797.09082	74.978813	-3945157
7	27	0.800029352361496	1.08030533657429	61.75148	656.15283	76.851501	-3945157
7	27	0.700011070987206	1.04518648714641	60.436012	537.52863	78.271049	-3945157
7	27	0.599992166674917	1.01354640061384	59.095631	439.27567	79.27829	-3945157
7	27	0.499961851861387	0.984734420170914	57.843288	358.69025	79.980629	-3945157
7	27	0.400019652353951	0.958615054334774	56.651253	293.03799	80.358513	-3945157
7	27	0.299942900022767	0.935356410463762	55.498901	239.62312	80.602379	-3945157
7	27	0.20002926655377	0.915283393854621	54.345631	196.42696	80.468575	-3945157
7	27	0.100025695612668	0.897233007451306	53.257729	161.3259	80.366592	-3945157
7	27	0	0.881478154131103	52.242661	133.01587	79.78569	-3945157
7	27	-0.100015426515333	0.867887778123936	51.235924	110.0093	79.240395	-3945157
7	27	-0.199970654521143	0.857227028481095	50.250397	91.391975	78.545685	-3945157
